Type,ID,Color,940,1050,1200,1300,1450,1550,1650,1720
PET,129,transparent,0.0127,0.0092,0.0113,0.0189,0.0529,0.0343,0.0591,0.0056
PET,129,transparent,0.0127,0.0093,0.0113,0.0189,0.0529,0.0344,0.0591,0.0056
PET,129,transparent,0.0127,0.0092,0.0112,0.0189,0.0529,0.0345,0.0591,0.0056
PET,129,transparent,0.0127,0.0093,0.0112,0.0189,0.0529,0.0344,0.0591,0.0056
PET,135,transparent,0.016,0.0094,0.0584,0.0271,0.0302,0.0328,0.0953,0.0046
PET,135,transparent,0.016,0.0094,0.0584,0.0271,0.0301,0.0327,0.0953,0.0046
PET,135,transparent,0.016,0.0094,0.0584,0.0271,0.0302,0.0327,0.0953,0.0046
PET,135,transparent,0.016,0.0094,0.0585,0.0271,0.0301,0.0327,0.0953,0.0046
PET,135,transparent,0.016,0.0094,0.0584,0.0272,0.0302,0.0328,0.0952,0.0046
HDPE,202,white,0.1843,0.0873,0.121,0.1476,0.1329,0.1206,0.1813,0.0277
HDPE,202,white,0.1842,0.0873,0.121,0.1475,0.1329,0.1205,0.1812,0.0276
HDPE,202,white,0.1842,0.0873,0.1211,0.1476,0.1329,0.1205,0.1812,0.0276
HDPE,202,white,0.1842,0.0873,0.1211,0.1476,0.133,0.1206,0.1812,0.0277
HDPE,202,white,0.1842,0.0873,0.121,0.1476,0.1329,0.1206,0.1812,0.0277
HDPE,203,yellow,0.0678,0.0307,0.0398,0.0504,0.0502,0.0416,0.0485,0.0085
HDPE,203,yellow,0.0678,0.0307,0.0397,0.0504,0.0503,0.0416,0.0485,0.0085
HDPE,203,yellow,0.0677,0.0307,0.0397,0.0504,0.0503,0.0416,0.0485,0.0085
HDPE,203,yellow,0.0677,0.0307,0.0397,0.0504,0.0502,0.0416,0.0485,0.0085
HDPE,203,yellow,0.0677,0.0307,0.0397,0.0504,0.0502,0.0416,0.0485,0.0084
HDPE,206,white,0.1697,0.0863,0.1332,0.1624,0.1537,0.1379,0.1989,0.0294
HDPE,206,white,0.1697,0.0863,0.1332,0.1624,0.1537,0.138,0.1989,0.0293
HDPE,206,white,0.1696,0.0862,0.1332,0.1625,0.1538,0.138,0.1989,0.0294
HDPE,206,white,0.1697,0.0863,0.1332,0.1625,0.1537,0.138,0.1989,0.0294
HDPE,206,white,0.1696,0.0863,0.1332,0.1625,0.1537,0.138,0.1988,0.0294
HDPE,207,pink,0.0925,0.0431,0.0495,0.0608,0.0529,0.0471,0.0694,0.0107
HDPE,207,pink,0.0925,0.0429,0.0495,0.0609,0.0529,0.0471,0.0694,0.0107
HDPE,207,pink,0.0925,0.0431,0.0495,0.0609,0.0529,0.0471,0.0693,0.0106
HDPE,207,pink,0.0925,0.0431,0.0495,0.0609,0.0529,0.0471,0.0693,0.0107
HDPE,207,pink,0.0925,0.043,0.0495,0.0608,0.0529,0.0471,0.0694,0.0106
HDPE,209,red,0.0789,0.0405,0.0485,0.0561,0.0445,0.0387,0.0585,0.0096
HDPE,209,red,0.0789,0.0405,0.0484,0.0561,0.0445,0.0387,0.0585,0.0095
HDPE,209,red,0.0789,0.0406,0.0485,0.0561,0.0445,0.0387,0.0585,0.0096
HDPE,209,red,0.0789,0.0405,0.0484,0.056,0.0445,0.0387,0.0585,0.0095
HDPE,209,red,0.0789,0.0406,0.0485,0.0561,0.0445,0.0387,0.0585,0.0096
HDPE,210,white,0.1403,0.0646,0.0919,0.1043,0.0975,0.0849,0.1239,0.0196
HDPE,210,white,0.1403,0.0646,0.0919,0.1043,0.0975,0.0849,0.1239,0.0196
HDPE,210,white,0.1401,0.0646,0.0919,0.1043,0.0974,0.0849,0.1238,0.0196
HDPE,210,white,0.1403,0.0646,0.092,0.1043,0.0975,0.085,0.1239,0.0196
HDPE,210,white,0.1402,0.0646,0.092,0.1043,0.0975,0.085,0.1239,0.0196
HDPE,211,white transparent,0.0673,0.0221,0.0298,0.0386,0.0368,0.0329,0.0485,0.0082
HDPE,211,white transparent,0.0674,0.0221,0.0298,0.0387,0.0368,0.0329,0.0487,0.0082
HDPE,211,white transparent,0.0674,0.0223,0.0298,0.0387,0.0368,0.0329,0.0485,0.0082
HDPE,211,white transparent,0.0673,0.0221,0.0298,0.0386,0.0368,0.0329,0.0485,0.0082
HDPE,211,white transparent,0.0674,0.0221,0.0298,0.0386,0.0369,0.0329,0.0486,0.0082
HDPE,212,white,0.1753,0.0832,0.1162,0.1409,0.122,0.1112,0.1582,0.0226
HDPE,212,white,0.1752,0.0832,0.1163,0.1409,0.122,0.1112,0.1582,0.0226
HDPE,212,white,0.1753,0.0832,0.1163,0.1409,0.1219,0.1111,0.1582,0.0226
HDPE,212,white,0.1752,0.0832,0.1163,0.1409,0.122,0.1112,0.1582,0.0226
HDPE,212,white,0.1752,0.0832,0.1163,0.1409,0.1219,0.1111,0.1581,0.0226
HDPE,213,gold,0.1162,0.0549,0.0914,0.1118,0.1081,0.097,0.1321,0.0193
HDPE,213,gold,0.1162,0.0549,0.0914,0.1119,0.1081,0.097,0.1321,0.0192
HDPE,213,gold,0.1161,0.0549,0.0915,0.1119,0.1081,0.0971,0.1321,0.0194
HDPE,213,gold,0.1162,0.0549,0.0915,0.1119,0.1081,0.0971,0.1321,0.0194
HDPE,213,gold,0.1161,0.0549,0.0914,0.1119,0.1081,0.097,0.1321,0.0193
HDPE,214,white,0.2064,0.0959,0.136,0.1592,0.1519,0.1424,0.2014,0.0285
HDPE,214,white,0.2064,0.096,0.136,0.1592,0.1519,0.1424,0.2014,0.0285
HDPE,214,white,0.2064,0.096,0.136,0.1592,0.1519,0.1424,0.2014,0.0284
HDPE,214,white,0.2064,0.0959,0.1361,0.1592,0.152,0.1424,0.2014,0.0285
HDPE,214,white,0.2064,0.0959,0.136,0.1592,0.1519,0.1424,0.2014,0.0284
HDPE,215,grey,0.074,0.0391,0.0525,0.0631,0.0567,0.0514,0.0722,0.0104
HDPE,215,grey,0.0739,0.0391,0.0524,0.0633,0.0566,0.0514,0.0722,0.0104
HDPE,215,grey,0.0739,0.0391,0.0524,0.0632,0.0567,0.0514,0.0722,0.0104
HDPE,215,grey,0.0739,0.0391,0.0525,0.0631,0.0566,0.0514,0.0722,0.0104
HDPE,215,grey,0.0739,0.0391,0.0525,0.0632,0.0567,0.0514,0.0722,0.0104
HDPE,216,white transparent,0.0436,0.0217,0.0277,0.0356,0.0339,0.0299,0.0442,0.0077
HDPE,216,white transparent,0.0436,0.0216,0.0277,0.0356,0.0339,0.0299,0.0441,0.0077
HDPE,216,white transparent,0.0436,0.0217,0.0277,0.0356,0.034,0.0299,0.0442,0.0077
HDPE,216,white transparent,0.0436,0.0217,0.0277,0.0356,0.0339,0.0299,0.0442,0.0077
HDPE,216,white transparent,0.0436,0.0216,0.0277,0.0356,0.0339,0.0298,0.0442,0.0077
HDPE,217,purple,0.1109,0.0525,0.0814,0.1021,0.0909,0.0693,0.0861,0.0146
HDPE,217,purple,0.1109,0.0525,0.0815,0.1022,0.091,0.0693,0.0861,0.0146
HDPE,217,purple,0.1109,0.0524,0.0814,0.1021,0.0909,0.0692,0.0861,0.0145
HDPE,217,purple,0.1109,0.0525,0.0814,0.1021,0.0909,0.0692,0.0861,0.0146
HDPE,217,purple,0.1109,0.0525,0.0815,0.1022,0.091,0.0693,0.0861,0.0146
HDPE,222,purple,0.1246,0.0518,0.0651,0.0845,0.0963,0.0654,0.0943,0.0163
HDPE,222,purple,0.1246,0.0518,0.0651,0.0845,0.0964,0.0654,0.0943,0.0163
HDPE,222,purple,0.1246,0.0518,0.0651,0.0845,0.0964,0.0654,0.0943,0.0163
HDPE,222,purple,0.1246,0.0518,0.065,0.0845,0.0964,0.0654,0.0943,0.0163
HDPE,222,purple,0.1246,0.0518,0.0651,0.0845,0.0965,0.0654,0.0945,0.0163
HDPE,223,white,0.1804,0.0858,0.1183,0.1458,0.1345,0.1196,0.164,0.0235
HDPE,223,white,0.1804,0.0858,0.1183,0.1459,0.1345,0.1196,0.164,0.0235
HDPE,223,white,0.1803,0.0858,0.1183,0.1457,0.1345,0.1195,0.164,0.0235
HDPE,223,white,0.1803,0.0858,0.1183,0.1458,0.1346,0.1196,0.164,0.0235
HDPE,223,white,0.1804,0.0858,0.1183,0.1458,0.1345,0.1196,0.164,0.0235
HDPE,227,white,0.1698,0.08,0.1069,0.1286,0.1113,0.103,0.1498,0.0224
HDPE,227,white,0.1697,0.08,0.1069,0.1285,0.1113,0.103,0.1498,0.0224
HDPE,227,white,0.1697,0.08,0.1069,0.1285,0.1113,0.103,0.1497,0.0224
HDPE,227,white,0.1697,0.0799,0.1069,0.1285,0.1113,0.103,0.1498,0.0224
HDPE,227,white,0.1697,0.08,0.1069,0.1285,0.1113,0.103,0.1497,0.0224
HDPE,228,white,0.1286,0.0603,0.0809,0.0871,0.0807,0.0664,0.0969,0.0153
HDPE,228,white,0.1286,0.0603,0.081,0.0871,0.0808,0.0663,0.0969,0.0154
HDPE,228,white,0.1286,0.0604,0.081,0.0871,0.0808,0.0664,0.0969,0.0154
HDPE,228,white,0.1286,0.0603,0.081,0.0871,0.0807,0.0663,0.0969,0.0154
HDPE,228,white,0.1286,0.0603,0.081,0.0871,0.0808,0.0663,0.0969,0.0154
HDPE,229,grey,0.1078,0.0503,0.0667,0.0838,0.0864,0.0685,0.0926,0.0142
HDPE,229,grey,0.1078,0.0503,0.0667,0.0838,0.0864,0.0686,0.0926,0.0142
HDPE,229,grey,0.1078,0.0503,0.0667,0.0838,0.0864,0.0686,0.0926,0.0142
HDPE,229,grey,0.1078,0.0504,0.0668,0.0839,0.0864,0.0686,0.0926,0.0143
HDPE,229,grey,0.1078,0.0503,0.0668,0.0838,0.0864,0.0685,0.0926,0.0142
HDPE,230,white,0.1199,0.0621,0.0835,0.0958,0.0869,0.0741,0.1036,0.0156
HDPE,230,white,0.1199,0.0621,0.0834,0.0957,0.0869,0.074,0.1035,0.0155
HDPE,230,white,0.1199,0.0621,0.0835,0.0958,0.0869,0.0741,0.1036,0.0156
HDPE,230,white,0.1199,0.0621,0.0835,0.0958,0.0869,0.0741,0.1035,0.0156
HDPE,230,white,0.1199,0.0621,0.0835,0.0958,0.0869,0.074,0.1035,0.0155
HDPE,232,white black white,0.0998,0.0505,0.0744,0.0887,0.0811,0.0646,0.0845,0.0132
HDPE,232,white black white,0.0987,0.0491,0.0727,0.0857,0.0761,0.0534,0.0746,0.0124
HDPE,232,white black white,0.0987,0.0491,0.0729,0.0857,0.0761,0.0534,0.0746,0.0124
HDPE,232,white black white,0.0987,0.0491,0.0727,0.0857,0.0761,0.0533,0.0745,0.0123
HDPE,232,white black white,0.0987,0.0491,0.0728,0.0857,0.0761,0.0534,0.0746,0.0124
HDPE,233,white,0.1413,0.0654,0.0885,0.1169,0.1367,0.1022,0.1692,0.025
HDPE,233,white,0.1412,0.0654,0.0885,0.1169,0.1367,0.1022,0.1691,0.0249
HDPE,233,white,0.1412,0.0654,0.0885,0.1169,0.1367,0.1022,0.1691,0.0249
HDPE,233,white,0.1412,0.0654,0.0885,0.1169,0.1367,0.1022,0.1692,0.025
HDPE,233,white,0.1412,0.0654,0.0885,0.1169,0.1367,0.1022,0.1691,0.0249
HDPE,234,white,0.1364,0.0645,0.0896,0.1095,0.0972,0.0835,0.1158,0.0176
HDPE,234,white,0.1363,0.0645,0.0897,0.1095,0.0973,0.0834,0.1159,0.0176
HDPE,234,white,0.1363,0.0644,0.0897,0.1095,0.0973,0.0833,0.1158,0.0176
HDPE,234,white,0.1363,0.0644,0.0897,0.1094,0.0972,0.0833,0.1158,0.0176
HDPE,234,white,0.1363,0.0645,0.0897,0.1095,0.0973,0.0833,0.1158,0.0176
PS,301,brown,0.0553,0.0301,0.0443,0.0565,0.0571,0.0499,0.0687,0.0109
PS,301,brown,0.0553,0.0302,0.0443,0.0565,0.0572,0.0499,0.0687,0.011
PS,301,brown,0.0553,0.0302,0.0443,0.0565,0.0571,0.0499,0.0687,0.0109
PS,301,brown,0.0553,0.0302,0.0443,0.0565,0.0571,0.0499,0.0687,0.011
PS,301,brown,0.0553,0.0302,0.0443,0.0565,0.0571,0.05,0.0687,0.0108
PS,301,black,0.0175,0.0095,0.0119,0.0217,0.0231,0.02,0.0302,0.005
PS,301,black,0.0176,0.0096,0.0119,0.0218,0.0231,0.02,0.0302,0.005
PS,301,black,0.0176,0.0095,0.0119,0.0217,0.0231,0.02,0.0302,0.005
PS,301,black,0.0176,0.0095,0.0119,0.0217,0.0231,0.0199,0.0302,0.005
PS,301,black,0.0176,0.0096,0.0119,0.0218,0.0231,0.02,0.0302,0.005
PS,302,white,0.0989,0.0497,0.0766,0.0834,0.0803,0.0659,0.0901,0.0136
PS,302,white,0.0989,0.0498,0.0767,0.0835,0.0804,0.066,0.0901,0.0136
PS,302,white,0.0988,0.0498,0.0766,0.0834,0.0804,0.0659,0.0901,0.0137
PS,302,white,0.0988,0.0498,0.0766,0.0835,0.0804,0.066,0.0902,0.0136
PS,302,white,0.0988,0.0498,0.0766,0.0835,0.0804,0.0659,0.0902,0.0137
PS,303,white,0.1455,0.0612,0.0884,0.1095,0.1022,0.0838,0.1055,0.0169
PS,303,white,0.1455,0.0612,0.0884,0.1095,0.1022,0.0838,0.1055,0.0169
PS,303,white,0.1455,0.0612,0.0884,0.1095,0.1022,0.0837,0.1055,0.0169
PS,303,white,0.1454,0.0612,0.0884,0.1095,0.1022,0.0837,0.1055,0.0169
PS,303,white,0.1455,0.0612,0.0884,0.1096,0.1022,0.0837,0.1055,0.0169
PS,305,white,0.1421,0.0651,0.0934,0.1056,0.0996,0.0875,0.1129,0.0168
PS,305,white,0.1421,0.0651,0.0934,0.1056,0.0996,0.0875,0.113,0.0168
PS,305,white,0.142,0.0651,0.0933,0.1056,0.0996,0.0875,0.1129,0.0168
PS,305,white,0.1421,0.0651,0.0934,0.1056,0.0996,0.0875,0.1129,0.0168
PS,305,white,0.142,0.0651,0.0933,0.1056,0.0995,0.0875,0.1131,0.0168
PS,306,white,0.1887,0.0876,0.1365,0.1608,0.1578,0.1369,0.1796,0.0255
PS,306,white,0.1887,0.0876,0.1365,0.1609,0.1578,0.1369,0.1797,0.0255
PS,306,white,0.1887,0.0876,0.1365,0.1609,0.1578,0.1369,0.1797,0.0255
PS,306,white,0.1886,0.0876,0.1365,0.1608,0.1578,0.1369,0.1797,0.0255
PS,306,white,0.1886,0.0876,0.1365,0.1609,0.1578,0.1369,0.1797,0.0255
